"company","date","open","close","high","low","volume","industry","total_esg_risk_score","environment_risk_score","governance_risk_score","social_risk_score","esg_risk_level","esg_risk_score_2024","predicted_future_esg_score","controversy_level"
"Hero MotoCorp Ltd.","2025-07-31","4210","4260.7001953125","4303","4201","446590","Automobile and Auto Components","12.2","2.7","6.2","3.3","Low","12.2","13.621","Moderate Controversy Level"
"Hero MotoCorp Ltd.","2025-08-01","4255.10009765625","4311.60009765625","4322","4240","473918","Automobile and Auto Components","12.2","2.7","6.2","3.3","Low","12.2","13.621","Moderate Controversy Level"
"Hero MotoCorp Ltd.","2025-08-04","4315.89990234375","4535.89990234375","4550","4310.10009765625","1454995","Automobile and Auto Components","12.2","2.7","6.2","3.3","Low","12.2","13.621","Moderate Controversy Level"
"Hero MotoCorp Ltd.","2025-08-05","4536","4546.7998046875","4581.5","4515.89990234375","803505","Automobile and Auto Components","12.2","2.7","6.2","3.3","Low","12.2","13.621","Moderate Controversy Level"
"Hero MotoCorp Ltd.","2025-08-06","4549.60009765625","4474.89990234375","4549.89990234375","4462.10009765625","574216","Automobile and Auto Components","12.2","2.7","6.2","3.3","Low","12.2","13.621","Moderate Controversy Level"
"Hero MotoCorp Ltd.","2025-08-07","4430","4660.7001953125","4674.89990234375","4422.2998046875","2120654","Automobile and Auto Components","12.2","2.7","6.2","3.3","Low","12.2","13.621","Moderate Controversy Level"
"Hindalco Industries Ltd.","2025-07-07","699.45001220703125","692.0999755859375","699.45001220703125","688.0999755859375","2481724","Metals & Mining","31.6","12.8","10.4","8.4","High","31.6","31.2641","Significant Controversy Level"
"Hindalco Industries Ltd.","2025-07-08","692.0999755859375","685.5999755859375","696.29998779296875","683.0999755859375","3923236","Metals & Mining","31.6","12.8","10.4","8.4","High","31.6","31.2641","Significant Controversy Level"
"Hindalco Industries Ltd.","2025-07-09","692","673.95001220703125","692","664.0999755859375","6703774","Metals & Mining","31.6","12.8","10.4","8.4","High","31.6","31.2641","Significant Controversy Level"
"Hindalco Industries Ltd.","2025-07-10","675","675.04998779296875","679.5","672.54998779296875","3641238","Metals & Mining","31.6","12.8","10.4","8.4","High","31.6","31.2641","Significant Controversy Level"
"Hindalco Industries Ltd.","2025-07-11","673","670.95001220703125","676.04998779296875","661.54998779296875","4450346","Metals & Mining","31.6","12.8","10.4","8.4","High","31.6","31.2641","Significant Controversy Level"
"Hindalco Industries Ltd.","2025-07-14","671","666.5","680.54998779296875","665","4338084","Metals & Mining","31.6","12.8","10.4","8.4","High","31.6","31.2641","Significant Controversy Level"
"Hindalco Industries Ltd.","2025-07-15","670","670.8499755859375","674.25","662.9000244140625","4815703","Metals & Mining","31.6","12.8","10.4","8.4","High","31.6","31.2641","Significant Controversy Level"
"Hindalco Industries Ltd.","2025-07-16","668","666.75","670.5999755859375","664","4497141","Metals & Mining","31.6","12.8","10.4","8.4","High","31.6","31.2641","Significant Controversy Level"
"Hindalco Industries Ltd.","2025-07-17","670","674.54998779296875","678","668.4000244140625","4022119","Metals & Mining","31.6","12.8","10.4","8.4","High","31.6","31.2641","Significant Controversy Level"
"Hindalco Industries Ltd.","2025-07-18","676.5","675.9000244140625","679.29998779296875","671","3400654","Metals & Mining","31.6","12.8","10.4","8.4","High","31.6","31.2641","Significant Controversy Level"
"Hindalco Industries Ltd.","2025-07-21","679","682.70001220703125","687.1500244140625","679","4912558","Metals & Mining","31.6","12.8","10.4","8.4","High","31.6","31.2641","Significant Controversy Level"
"Hindalco Industries Ltd.","2025-07-22","683.20001220703125","690.04998779296875","692.5","683.20001220703125","3802270","Metals & Mining","31.6","12.8","10.4","8.4","High","31.6","31.2641","Significant Controversy Level"
"Hindalco Industries Ltd.","2025-07-23","692","695.4000244140625","696","689.5999755859375","3640968","Metals & Mining","31.6","12.8","10.4","8.4","High","31.6","31.2641","Significant Controversy Level"
"Hindalco Industries Ltd.","2025-07-24","697","695.5999755859375","704.4000244140625","691.5999755859375","4593102","Metals & Mining","31.6","12.8","10.4","8.4","High","31.6","31.2641","Significant Controversy Level"
"Hindalco Industries Ltd.","2025-07-25","697","693.45001220703125","698.79998779296875","687.95001220703125","5220901","Metals & Mining","31.6","12.8","10.4","8.4","High","31.6","31.2641","Significant Controversy Level"
"Hindalco Industries Ltd.","2025-07-28","693.45001220703125","689.3499755859375","693.95001220703125","682.79998779296875","5031797","Metals & Mining","31.6","12.8","10.4","8.4","High","31.6","31.2641","Significant Controversy Level"
"Hindalco Industries Ltd.","2025-07-29","686.0999755859375","692.70001220703125","695","685","2985507","Metals & Mining","31.6","12.8","10.4","8.4","High","31.6","31.2641","Significant Controversy Level"
"Hindalco Industries Ltd.","2025-07-30","689.1500244140625","688.79998779296875","697.54998779296875","684.79998779296875","2829322","Metals & Mining","31.6","12.8","10.4","8.4","High","31.6","31.2641","Significant Controversy Level"
"Hindalco Industries Ltd.","2025-07-31","677.0999755859375","683.04998779296875","692.29998779296875","674.95001220703125","6136890","Metals & Mining","31.6","12.8","10.4","8.4","High","31.6","31.2641","Significant Controversy Level"
"Hindalco Industries Ltd.","2025-08-01","680","672.45001220703125","683.29998779296875","670.8499755859375","3475656","Metals & Mining","31.6","12.8","10.4","8.4","High","31.6","31.2641","Significant Controversy Level"
"Hindalco Industries Ltd.","2025-08-04","676","687.70001220703125","688.79998779296875","671.79998779296875","2286286","Metals & Mining","31.6","12.8","10.4","8.4","High","31.6","31.2641","Significant Controversy Level"
"Hindalco Industries Ltd.","2025-08-05","692","687.0999755859375","692","682.1500244140625","3302614","Metals & Mining","31.6","12.8","10.4","8.4","High","31.6","31.2641","Significant Controversy Level"
"Hindalco Industries Ltd.","2025-08-06","692","684.8499755859375","692","683.3499755859375","2498667","Metals & Mining","31.6","12.8","10.4","8.4","High","31.6","31.2641","Significant Controversy Level"
"Hindalco Industries Ltd.","2025-08-07","681.9000244140625","686.79998779296875","689.9000244140625","674.3499755859375","3417309","Metals & Mining","31.6","12.8","10.4","8.4","High","31.6","31.2641","Significant Controversy Level"
"Hindustan Unilever Ltd.","2025-07-07","2341","2410.39990234375","2415.699951171875","2341","2701583","Fast Moving Consumer Goods","23.4","8.9","6.2","8.2","Medium","23.4","25.56881984","Moderate Controversy Level"
"Hindustan Unilever Ltd.","2025-07-08","2405.39990234375","2392.699951171875","2418.5","2386","1471046","Fast Moving Consumer Goods","23.4","8.9","6.2","8.2","Medium","23.4","25.56881984","Moderate Controversy Level"
"Hindustan Unilever Ltd.","2025-07-09","2399","2423.39990234375","2439.699951171875","2397.10009765625","1741690","Fast Moving Consumer Goods","23.4","8.9","6.2","8.2","Medium","23.4","25.56881984","Moderate Controversy Level"
"Hindustan Unilever Ltd.","2025-07-10","2423.39990234375","2408.39990234375","2434","2397.60009765625","1053695","Fast Moving Consumer Goods","23.4","8.9","6.2","8.2","Medium","23.4","25.56881984","Moderate Controversy Level"
"Hindustan Unilever Ltd.","2025-07-11","2500","2519.60009765625","2530","2461","7242235","Fast Moving Consumer Goods","23.4","8.9","6.2","8.2","Medium","23.4","25.56881984","Moderate Controversy Level"
"Hindustan Unilever Ltd.","2025-07-14","2500","2516.60009765625","2532.5","2490","2427712","Fast Moving Consumer Goods","23.4","8.9","6.2","8.2","Medium","23.4","25.56881984","Moderate Controversy Level"
"Hindustan Unilever Ltd.","2025-07-15","2520.699951171875","2526.89990234375","2529.89990234375","2510","1700294","Fast Moving Consumer Goods","23.4","8.9","6.2","8.2","Medium","23.4","25.56881984","Moderate Controversy Level"
"Hindustan Unilever Ltd.","2025-07-16","2526.300048828125","2517.60009765625","2532.89990234375","2507.5","1284379","Fast Moving Consumer Goods","23.4","8.9","6.2","8.2","Medium","23.4","25.56881984","Moderate Controversy Level"
"Hindustan Unilever Ltd.","2025-07-17","2513","2509.800048828125","2525.39990234375","2506.199951171875","807474","Fast Moving Consumer Goods","23.4","8.9","6.2","8.2","Medium","23.4","25.56881984","Moderate Controversy Level"
"Hindustan Unilever Ltd.","2025-07-18","2514.89990234375","2489.60009765625","2514.89990234375","2481.5","771112","Fast Moving Consumer Goods","23.4","8.9","6.2","8.2","Medium","23.4","25.56881984","Moderate Controversy Level"
"Hindustan Unilever Ltd.","2025-07-21","2490.89990234375","2464.89990234375","2493.60009765625","2455.39990234375","1169960","Fast Moving Consumer Goods","23.4","8.9","6.2","8.2","Medium","23.4","25.56881984","Moderate Controversy Level"
"Hindustan Unilever Ltd.","2025-07-22","2470","2479.699951171875","2485","2452.60009765625","861632","Fast Moving Consumer Goods","23.4","8.9","6.2","8.2","Medium","23.4","25.56881984","Moderate Controversy Level"
"Hindustan Unilever Ltd.","2025-07-23","2481","2450.39990234375","2487","2442","1320795","Fast Moving Consumer Goods","23.4","8.9","6.2","8.2","Medium","23.4","25.56881984","Moderate Controversy Level"
"Hindustan Unilever Ltd.","2025-07-24","2455.89990234375","2437.800048828125","2466","2421","693984","Fast Moving Consumer Goods","23.4","8.9","6.2","8.2","Medium","23.4","25.56881984","Moderate Controversy Level"
"Hindustan Unilever Ltd.","2025-07-25","2426.10009765625","2415.39990234375","2428.60009765625","2405.39990234375","769388","Fast Moving Consumer Goods","23.4","8.9","6.2","8.2","Medium","23.4","25.56881984","Moderate Controversy Level"
"Hindustan Unilever Ltd.","2025-07-28","2415.39990234375","2441.60009765625","2448.300048828125","2412.300048828125","987995","Fast Moving Consumer Goods","23.4","8.9","6.2","8.2","Medium","23.4","25.56881984","Moderate Controversy Level"
"Hindustan Unilever Ltd.","2025-07-29","2444.800048828125","2453.60009765625","2457.5","2429.699951171875","732282","Fast Moving Consumer Goods","23.4","8.9","6.2","8.2","Medium","23.4","25.56881984","Moderate Controversy Level"
"Hindustan Unilever Ltd.","2025-07-30","2442","2437.39990234375","2452.89990234375","2398.5","1224146","Fast Moving Consumer Goods","23.4","8.9","6.2","8.2","Medium","23.4","25.56881984","Moderate Controversy Level"
"Hindustan Unilever Ltd.","2025-07-31","2420.10009765625","2521.199951171875","2549","2420.10009765625","5505507","Fast Moving Consumer Goods","23.4","8.9","6.2","8.2","Medium","23.4","25.56881984","Moderate Controversy Level"
"Hindustan Unilever Ltd.","2025-08-01","2550","2553.699951171875","2727.5","2536.89990234375","4259653","Fast Moving Consumer Goods","23.4","8.9","6.2","8.2","Medium","23.4","25.56881984","Moderate Controversy Level"
"Hindustan Unilever Ltd.","2025-08-04","2547","2543.699951171875","2583.199951171875","2535.10009765625","1293028","Fast Moving Consumer Goods","23.4","8.9","6.2","8.2","Medium","23.4","25.56881984","Moderate Controversy Level"
"Hindustan Unilever Ltd.","2025-08-05","2537.5","2534.699951171875","2553","2517.300048828125","756361","Fast Moving Consumer Goods","23.4","8.9","6.2","8.2","Medium","23.4","25.56881984","Moderate Controversy Level"
"Hindustan Unilever Ltd.","2025-08-06","2538.699951171875","2535.60009765625","2563.10009765625","2526.60009765625","885487","Fast Moving Consumer Goods","23.4","8.9","6.2","8.2","Medium","23.4","25.56881984","Moderate Controversy Level"
"Hindustan Unilever Ltd.","2025-08-07","2535.699951171875","2517.5","2544","2495","847106","Fast Moving Consumer Goods","23.4","8.9","6.2","8.2","Medium","23.4","25.56881984","Moderate Controversy Level"
"ICICI Bank Ltd.","2025-07-07","1437","1435.699951171875","1440.9000244140625","1429.5999755859375","5177477","Financial Services","24","2.1","12.1","9.8","Medium","24","25.89101984","Significant Controversy Level"
"ICICI Bank Ltd.","2025-07-08","1432","1442","1445","1430","5315847","Financial Services","24","2.1","12.1","9.8","Medium","24","25.89101984","Significant Controversy Level"
"ICICI Bank Ltd.","2025-07-09","1436.199951171875","1431.9000244140625","1438.699951171875","1426.5999755859375","8827347","Financial Services","24","2.1","12.1","9.8","Medium","24","25.89101984","Significant Controversy Level"
"ICICI Bank Ltd.","2025-07-10","1436.800048828125","1424.0999755859375","1439","1422.0999755859375","7795964","Financial Services","24","2.1","12.1","9.8","Medium","24","25.89101984","Significant Controversy Level"
"ICICI Bank Ltd.","2025-07-11","1422","1421.9000244140625","1428","1414.5999755859375","7158015","Financial Services","24","2.1","12.1","9.8","Medium","24","25.89101984","Significant Controversy Level"
"ICICI Bank Ltd.","2025-07-14","1424.9000244140625","1423","1424.9000244140625","1416.0999755859375","5846154","Financial Services","24","2.1","12.1","9.8","Medium","24","25.89101984","Significant Controversy Level"
"ICICI Bank Ltd.","2025-07-15","1421.0999755859375","1430.800048828125","1433.800048828125","1419","6041457","Financial Services","24","2.1","12.1","9.8","Medium","24","25.89101984","Significant Controversy Level"
"ICICI Bank Ltd.","2025-07-16","1426","1426.4000244140625","1429.199951171875","1419.0999755859375","5649093","Financial Services","24","2.1","12.1","9.8","Medium","24","25.89101984","Significant Controversy Level"
"ICICI Bank Ltd.","2025-07-17","1421","1418.699951171875","1423.199951171875","1409.5","12927394","Financial Services","24","2.1","12.1","9.8","Medium","24","25.89101984","Significant Controversy Level"
"ICICI Bank Ltd.","2025-07-18","1415.800048828125","1425.800048828125","1429","1408.5","11297246","Financial Services","24","2.1","12.1","9.8","Medium","24","25.89101984","Significant Controversy Level"
"ICICI Bank Ltd.","2025-07-21","1448","1465.800048828125","1467.699951171875","1437","13867136","Financial Services","24","2.1","12.1","9.8","Medium","24","25.89101984","Significant Controversy Level"
"ICICI Bank Ltd.","2025-07-22","1474.0999755859375","1473.5999755859375","1482","1469.699951171875","8930165","Financial Services","24","2.1","12.1","9.8","Medium","24","25.89101984","Significant Controversy Level"
"ICICI Bank Ltd.","2025-07-23","1482.9000244140625","1488.5999755859375","1490","1472.5999755859375","11974174","Financial Services","24","2.1","12.1","9.8","Medium","24","25.89101984","Significant Controversy Level"
"ICICI Bank Ltd.","2025-07-24","1487.699951171875","1483.4000244140625","1488.699951171875","1478.0999755859375","6700578","Financial Services","24","2.1","12.1","9.8","Medium","24","25.89101984","Significant Controversy Level"
"ICICI Bank Ltd.","2025-07-25","1500","1477.0999755859375","1500","1473.5999755859375","8696077","Financial Services","24","2.1","12.1","9.8","Medium","24","25.89101984","Significant Controversy Level"
"ICICI Bank Ltd.","2025-07-28","1477.0999755859375","1488.4000244140625","1493.800048828125","1477.0999755859375","7507479","Financial Services","24","2.1","12.1","9.8","Medium","24","25.89101984","Significant Controversy Level"
